mes,id_estudiante,programa,edad,estrato,trabaja,promedio_anterior,horas_estudio_semana,asistencia_pct,nota_final
14,M14-184,Sistemas,25,6,1,4.41,3.4,74.2,3.36
14,M14-185,Sistemas,30,6,1,3.85,9.4,71.9,3.71
14,M14-186,Industrial,25,3,0,3.85,4.1,84.5,2.95
14,M14-187,Electrica,24,2,1,3.61,6.2,71.6,3.17
14,M14-188,Civil,24,4,1,3.83,9.9,93.8,4.16
14,M14-189,Sistemas,23,4,0,3.12,8.3,100.0,3.37
14,M14-190,Industrial,25,4,1,3.04,0.5,84.0,2.96
14,M14-191,Civil,23,3,1,3.62,6.2,94.7,3.54
14,M14-192,Sistemas,26,3,1,3.45,18.6,64.7,3.52
14,M14-193,Sistemas,28,1,1,4.6,5.8,94.6,3.86
14,M14-194,Sistemas,30,2,1,2.97,5.1,66.4,2.99
14,M14-195,Sistemas,23,3,1,3.57,7.5,86.5,3.5
14,M14-196,Industrial,22,2,1,3.99,8.7,73.9,3.69
14,M14-197,Sistemas,26,4,1,4.11,7.5,72.6,3.7
14,M14-198,Industrial,35,1,0,4.05,5.1,72.3,3.63
14,M14-199,Sistemas,23,1,1,4.02,10.8,74.9,3.64
14,M14-200,Sistemas,21,5,0,3.16,15.1,72.0,3.4
14,M14-201,Sistemas,21,3,0,2.88,23.9,100.0,4.23
14,M14-202,Sistemas,33,4,1,3.32,7.4,88.6,3.39
14,M14-203,Industrial,28,3,1,3.72,0.8,58.5,2.45
14,M14-204,Civil,38,4,1,3.18,2.5,83.9,3.07
14,M14-205,Industrial,29,5,0,3.38,9.8,75.2,3.59
14,M14-206,Sistemas,23,3,1,2.71,14.0,85.8,2.91
14,M14-207,Civil,28,3,1,3.85,6.0,80.2,2.77
14,M14-208,Civil,26,4,1,2.56,4.7,85.3,1.78
14,M14-209,Industrial,30,2,0,3.2,1.2,74.0,2.58
14,M14-210,Sistemas,30,6,1,3.54,4.7,84.9,3.24
14,M14-211,Sistemas,30,2,0,3.41,11.7,84.8,3.21
14,M14-212,Industrial,22,1,0,4.22,8.3,84.4,3.55
14,M14-213,Sistemas,37,3,1,3.75,0.5,94.2,2.46
14,M14-214,Sistemas,25,2,1,3.06,7.8,77.0,2.98
14,M14-215,Industrial,24,3,1,3.56,2.9,78.4,2.8
14,M14-216,Sistemas,29,3,0,4.41,16.1,84.1,4.99
14,M14-217,Sistemas,31,3,0,4.11,6.8,91.9,3.41
14,M14-218,Industrial,33,5,0,3.44,14.5,69.8,3.45
14,M14-219,Electrica,28,6,1,3.79,21.3,67.2,3.86
14,M14-220,Electrica,28,4,1,3.73,4.8,58.5,3.9
14,M14-221,Sistemas,29,4,1,4.06,9.6,76.4,3.46
14,M14-222,Civil,36,4,1,3.95,0.5,76.1,2.44
14,M14-223,Sistemas,32,3,1,4.25,4.7,87.6,3.39
14,M14-224,Industrial,21,4,1,3.19,6.8,82.0,3.19
14,M14-225,Sistemas,29,3,1,3.42,4.7,100.0,3.09
14,M14-226,Sistemas,22,2,0,3.95,16.3,82.5,4.56
14,M14-227,Civil,27,4,1,3.44,17.5,66.8,3.68
14,M14-228,Industrial,25,5,0,3.09,9.9,72.5,3.04
14,M14-229,Electrica,21,3,1,3.45,5.9,87.4,2.52
14,M14-230,Sistemas,27,2,1,3.63,7.8,79.8,3.41
14,M14-231,Sistemas,28,3,0,2.81,7.5,85.7,3.49
14,M14-232,Sistemas,26,3,0,4.31,9.1,86.7,4.02
14,M14-233,Sistemas,34,2,1,3.84,1.0,88.8,3.01
14,M14-234,Industrial,28,2,1,4.15,5.2,64.1,2.41
14,M14-235,Sistemas,21,5,1,3.17,7.3,78.4,2.59
14,M14-236,Sistemas,30,4,0,2.64,14.1,86.4,2.34
14,M14-237,Electrica,31,4,1,3.29,16.8,68.8,2.93
14,M14-238,Sistemas,23,5,1,3.79,5.5,81.4,3.43
14,M14-239,Sistemas,30,5,1,4.26,8.2,64.2,3.47
14,M14-240,Sistemas,26,4,1,3.74,11.1,79.7,3.0
14,M14-241,Sistemas,31,5,0,3.52,15.2,91.4,4.06
14,M14-242,Sistemas,24,2,1,3.43,8.1,65.7,3.15
14,M14-243,Sistemas,27,4,1,3.7,8.3,77.4,3.45
14,M14-244,Sistemas,30,1,1,3.41,8.3,74.6,3.29
14,M14-245,Sistemas,28,2,0,3.97,12.6,91.5,4.23
14,M14-246,Industrial,35,5,1,3.29,11.4,76.6,2.21
14,M14-247,Industrial,26,2,1,3.61,3.4,77.7,2.64
14,M14-248,Sistemas,28,4,1,3.25,8.7,79.2,2.36
14,M14-249,Electrica,29,3,1,3.07,5.4,72.5,2.35
14,M14-250,Civil,29,3,0,3.09,10.0,58.6,3.3
14,M14-251,Civil,32,3,1,2.77,0.8,69.2,2.11
14,M14-252,Civil,32,1,1,3.9,1.5,82.8,3.18
14,M14-253,Sistemas,21,4,0,4.15,10.5,99.5,4.48
14,M14-254,Electrica,30,1,1,2.86,7.4,90.9,2.54
14,M14-255,Industrial,30,6,0,3.27,10.0,92.7,3.36
14,M14-256,Sistemas,30,4,1,3.82,6.9,76.1,3.01
14,M14-257,Electrica,27,3,1,2.98,4.8,81.7,2.87
14,M14-258,Industrial,26,3,1,3.31,12.6,85.3,3.48
14,M14-259,Sistemas,23,3,0,3.78,9.9,79.1,3.77
14,M14-260,Sistemas,21,4,1,3.66,1.4,77.3,3.04
14,M14-261,Industrial,29,2,1,2.78,11.5,81.9,3.01
14,M14-262,Electrica,23,3,1,4.32,6.3,79.0,3.7
14,M14-263,Sistemas,29,2,0,3.96,30.0,87.4,5.0
14,M14-264,Industrial,28,6,0,3.91,7.4,85.8,3.81
14,M14-265,Sistemas,26,3,1,3.45,7.7,95.2,3.36
14,M14-266,Industrial,21,3,1,3.53,3.6,96.6,3.31
14,M14-267,Electrica,21,2,1,3.77,8.7,89.9,3.35
14,M14-268,Electrica,21,4,1,3.85,8.1,91.5,3.78
14,M14-269,Sistemas,31,2,1,3.65,3.8,78.0,2.29
14,M14-270,Electrica,37,2,1,3.84,3.4,62.8,2.96
14,M14-271,Sistemas,21,4,1,3.22,21.8,88.9,4.21
14,M14-272,Electrica,27,1,1,2.72,7.3,85.2,3.17
14,M14-273,Electrica,23,3,1,2.93,2.7,66.3,2.32
14,M14-274,Sistemas,33,2,1,3.86,9.1,87.3,3.69
14,M14-275,Sistemas,26,3,1,3.2,3.1,81.4,2.79
14,M14-276,Sistemas,33,2,1,3.52,8.5,85.4,2.64
14,M14-277,Industrial,22,4,0,3.08,6.0,95.0,3.32
14,M14-278,Sistemas,30,4,0,4.23,8.8,93.1,3.56
14,M14-279,Sistemas,26,3,1,3.51,6.7,92.1,3.06
14,M14-280,Electrica,23,1,1,3.5,0.5,86.2,2.56
14,M14-281,Electrica,33,6,1,4.28,7.3,88.1,3.41
14,M14-282,Civil,30,4,0,3.81,15.6,72.1,3.36
14,M14-283,Civil,28,3,1,3.1,10.3,67.4,2.72
14,M14-284,Industrial,29,1,1,3.43,15.2,72.6,3.21
14,M14-285,Sistemas,25,4,1,3.76,3.9,83.1,2.73
14,M14-286,Sistemas,29,1,1,3.04,2.3,73.2,2.97
14,M14-287,Sistemas,33,4,1,3.25,6.3,89.1,2.58
14,M14-288,Civil,28,4,1,3.51,0.5,67.1,3.34
14,M14-289,Sistemas,21,3,0,3.86,9.4,83.2,3.79
14,M14-290,Sistemas,22,4,0,3.32,4.5,79.6,3.73
14,M14-291,Sistemas,22,3,0,3.01,3.2,74.0,1.95
14,M14-292,Electrica,34,2,1,3.22,8.1,67.7,2.87
14,M14-293,Electrica,26,2,1,3.16,12.4,83.6,3.3
14,M14-294,Civil,22,3,1,3.53,0.7,81.3,3.28
14,M14-295,Industrial,27,2,1,2.46,2.2,62.7,2.37
14,M14-296,Sistemas,27,4,1,4.23,2.1,82.9,3.14
14,M14-297,Industrial,24,4,1,3.23,13.5,77.8,2.85
14,M14-298,Civil,30,4,1,3.68,5.4,79.2,2.77
14,M14-299,Electrica,24,4,0,2.75,6.6,75.6,2.98
14,M14-300,Industrial,21,2,1,3.17,1.9,74.8,2.31
15,M15-001,Electrica,22,2,0,3.59,9.8,100.0,3.82
15,M15-002,Industrial,25,5,1,3.24,0.5,71.7,2.8
15,M15-003,Electrica,26,4,1,3.06,5.5,76.3,2.72
15,M15-004,Sistemas,33,2,1,3.97,3.9,80.6,3.13
15,M15-005,Sistemas,31,3,0,3.55,6.2,94.4,3.64
15,M15-006,Sistemas,33,2,1,3.54,7.9,87.8,2.96
15,M15-007,Industrial,31,3,1,3.27,8.3,91.3,2.68
15,M15-008,Electrica,31,2,1,3.91,11.1,90.8,3.72
15,M15-009,Sistemas,26,2,0,2.83,11.6,84.8,3.47
15,M15-010,Sistemas,34,5,1,3.18,0.7,90.5,3.56
15,M15-011,Sistemas,26,4,0,3.73,9.1,81.3,3.54
15,M15-012,Industrial,30,2,1,3.98,5.5,88.2,4.01
15,M15-013,Civil,32,3,1,4.37,6.9,84.5,3.52
15,M15-014,Civil,28,5,1,4.34,10.4,84.4,3.89
15,M15-015,Industrial,33,6,1,4.25,5.8,95.9,3.69
15,M15-016,Industrial,27,4,1,3.37,2.7,62.8,2.6
15,M15-017,Sistemas,25,4,1,4.03,1.3,83.6,3.09
15,M15-018,Sistemas,21,4,1,3.37,7.8,71.6,2.83
15,M15-019,Industrial,33,2,0,3.42,9.0,70.5,2.89
15,M15-020,Industrial,28,4,1,3.84,8.0,85.3,3.47
15,M15-021,Sistemas,24,5,0,2.86,8.4,77.7,2.88
15,M15-022,Electrica,28,3,1,3.63,2.8,87.1,2.89
15,M15-023,Civil,25,3,1,3.65,12.5,74.3,3.03
15,M15-024,Industrial,26,4,0,4.43,13.9,93.7,4.53
15,M15-025,Industrial,27,3,0,3.63,8.1,82.2,3.4
15,M15-026,Electrica,29,3,1,3.15,18.8,80.1,4.1
15,M15-027,Sistemas,23,1,1,4.11,10.1,82.4,4.25
15,M15-028,Civil,27,2,1,3.82,4.7,78.4,3.03
15,M15-029,Civil,30,3,1,3.4,1.1,78.4,2.76
15,M15-030,Electrica,28,2,1,3.22,5.3,92.0,2.26
15,M15-031,Sistemas,22,3,1,3.18,1.0,96.9,2.76
15,M15-032,Electrica,26,4,1,4.52,3.3,71.6,3.74
15,M15-033,Civil,30,4,1,5.0,2.8,72.0,3.56
15,M15-034,Industrial,30,3,0,3.65,7.6,66.8,3.35
15,M15-035,Sistemas,33,3,1,3.91,6.0,80.8,3.58
15,M15-036,Electrica,28,3,1,3.24,0.5,94.3,2.78
15,M15-037,Industrial,26,1,1,3.65,8.4,95.4,3.46
15,M15-038,Sistemas,25,6,1,4.51,6.1,67.4,3.25
15,M15-039,Civil,29,5,0,3.69,6.9,75.6,3.95
15,M15-040,Industrial,24,2,0,3.33,8.0,100.0,2.98
15,M15-041,Sistemas,24,3,1,3.86,0.5,83.9,2.82
15,M15-042,Sistemas,32,3,0,3.56,15.3,86.6,4.32
15,M15-043,Electrica,28,5,1,3.94,4.9,64.8,2.78
15,M15-044,Sistemas,31,1,1,3.89,3.6,98.9,3.13
15,M15-045,Electrica,21,3,1,2.6,9.2,83.9,2.71
15,M15-046,Sistemas,31,1,1,4.04,2.6,86.8,3.82
15,M15-047,Industrial,26,4,1,3.27,0.6,76.6,1.89
15,M15-048,Sistemas,38,3,0,3.92,12.8,75.7,3.49
15,M15-049,Sistemas,21,3,0,3.26,11.1,87.6,2.82
15,M15-050,Industrial,31,4,1,3.88,4.7,77.2,3.57
15,M15-051,Industrial,37,3,1,3.37,10.6,82.3,3.61
15,M15-052,Electrica,33,1,1,3.61,2.5,80.2,2.82
15,M15-053,Industrial,26,3,0,3.4,13.4,75.2,3.8
15,M15-054,Sistemas,27,3,1,3.06,6.9,77.4,3.13
15,M15-055,Civil,26,3,0,4.31,11.6,68.0,4.01
15,M15-056,Sistemas,26,4,0,3.97,15.9,81.6,4.1
15,M15-057,Industrial,34,4,1,3.79,8.4,86.6,3.42
15,M15-058,Sistemas,24,3,1,4.44,2.1,88.6,3.88
15,M15-059,Sistemas,33,2,0,3.44,13.0,70.4,3.67
15,M15-060,Electrica,32,5,1,4.74,12.3,81.7,4.47
15,M15-061,Industrial,32,5,1,3.79,7.7,70.3,2.92
15,M15-062,Sistemas,32,3,1,3.49,1.9,90.9,3.22
15,M15-063,Industrial,25,5,1,3.28,12.3,78.1,3.43
15,M15-064,Electrica,33,4,0,4.09,12.3,97.6,3.45
15,M15-065,Sistemas,22,4,1,3.19,7.3,80.2,2.62
15,M15-066,Electrica,30,3,0,3.39,2.9,85.0,2.88
15,M15-067,Electrica,27,3,1,3.54,17.6,74.7,3.7
15,M15-068,Sistemas,31,5,0,3.97,11.5,81.9,3.3
15,M15-069,Electrica,33,6,1,4.07,3.5,79.4,3.49
15,M15-070,Electrica,21,1,1,3.9,3.1,84.7,3.12
15,M15-071,Civil,26,2,1,4.02,7.1,63.5,3.6
15,M15-072,Electrica,28,5,0,2.66,8.2,72.2,3.62
15,M15-073,Sistemas,26,3,1,3.55,0.8,86.7,2.99
15,M15-074,Electrica,25,3,1,3.62,3.1,65.6,2.61
15,M15-075,Electrica,22,3,0,4.09,7.9,85.5,3.38
15,M15-076,Electrica,22,3,0,3.33,8.2,73.8,3.64
15,M15-077,Sistemas,30,4,1,3.36,7.5,74.1,2.69
15,M15-078,Sistemas,31,1,1,2.66,7.7,91.4,2.91
15,M15-079,Sistemas,21,2,0,3.3,8.9,97.2,3.29
15,M15-080,Electrica,36,4,1,3.77,14.1,93.4,3.44
15,M15-081,Electrica,31,1,0,4.02,6.9,83.1,3.62
15,M15-082,Electrica,35,4,0,3.06,3.4,78.6,3.06
15,M15-083,Civil,25,2,1,2.7,11.1,63.6,2.7
15,M15-084,Sistemas,27,3,1,3.7,8.5,93.2,3.31
15,M15-085,Sistemas,33,3,1,3.51,0.5,86.8,2.61
15,M15-086,Industrial,22,4,1,3.49,10.5,70.8,3.35
15,M15-087,Civil,26,4,1,2.66,6.5,73.4,2.22
15,M15-088,Electrica,21,2,1,4.4,7.3,92.4,3.59
15,M15-089,Electrica,29,2,1,3.1,5.0,66.5,2.27
15,M15-090,Electrica,33,2,1,2.99,8.5,74.0,2.61
15,M15-091,Sistemas,34,4,1,4.06,10.4,74.9,2.9
15,M15-092,Electrica,33,5,1,3.47,5.3,80.7,2.33
15,M15-093,Industrial,28,3,1,3.89,7.4,78.8,3.72
15,M15-094,Civil,31,4,1,3.87,4.2,71.7,3.41
15,M15-095,Sistemas,22,5,0,4.13,8.8,77.5,3.53
15,M15-096,Sistemas,31,4,0,3.08,8.9,96.9,3.03
15,M15-097,Electrica,25,5,0,3.23,18.4,89.7,4.41
15,M15-098,Sistemas,26,2,1,2.91,8.6,76.9,3.05
15,M15-099,Industrial,35,3,1,3.69,10.5,79.3,3.64
15,M15-100,Sistemas,21,5,1,3.56,22.7,92.3,3.95
15,M15-101,Civil,29,3,0,4.05,6.7,77.1,4.08
15,M15-102,Electrica,21,2,1,3.82,0.7,70.2,2.56
15,M15-103,Sistemas,38,5,1,2.81,9.3,79.3,3.07
15,M15-104,Sistemas,25,2,0,3.21,10.6,83.2,3.41
15,M15-105,Sistemas,25,1,1,2.83,6.0,92.5,2.21
15,M15-106,Industrial,30,3,1,3.95,13.6,85.4,3.79
15,M15-107,Industrial,23,6,0,3.98,7.9,62.4,3.71
15,M15-108,Sistemas,30,1,1,2.72,4.1,79.4,2.24
15,M15-109,Electrica,27,4,0,3.02,20.3,84.0,3.8
15,M15-110,Industrial,23,1,1,3.35,8.8,72.9,3.09
15,M15-111,Sistemas,22,3,0,2.8,9.3,87.5,2.97
15,M15-112,Sistemas,26,1,0,3.15,1.3,86.6,1.98
15,M15-113,Civil,27,2,1,3.39,3.1,84.2,3.46
15,M15-114,Sistemas,27,1,0,2.91,7.2,83.2,2.86
15,M15-115,Sistemas,23,3,1,2.56,10.8,89.3,3.3
15,M15-116,Industrial,30,4,0,4.09,7.5,76.4,4.09
15,M15-117,Sistemas,32,5,1,3.86,0.5,83.9,2.56
15,M15-118,Sistemas,32,4,1,3.74,8.4,75.5,2.91
15,M15-119,Industrial,26,3,1,2.15,14.9,72.3,2.13
15,M15-120,Sistemas,30,5,0,3.33,8.1,81.3,3.58
15,M15-121,Industrial,21,3,1,2.69,6.6,59.4,2.77
15,M15-122,Civil,23,5,1,3.76,3.5,88.7,4.12
15,M15-123,Sistemas,21,5,0,3.91,11.5,78.6,3.34
15,M15-124,Sistemas,21,2,0,4.42,3.2,93.5,3.45
15,M15-125,Industrial,27,4,0,3.05,13.0,80.6,3.28
15,M15-126,Civil,23,4,1,3.68,4.7,84.6,3.27
15,M15-127,Sistemas,24,2,1,3.96,4.2,75.9,2.87
15,M15-128,Industrial,21,3,0,3.38,5.6,78.5,3.18
15,M15-129,Electrica,31,3,0,2.99,7.7,100.0,3.04
15,M15-130,Sistemas,22,3,1,3.3,10.7,83.5,3.34
15,M15-131,Electrica,24,3,1,3.38,3.4,75.2,2.56
15,M15-132,Civil,23,5,1,3.97,6.8,72.7,3.17
15,M15-133,Civil,27,4,1,2.96,3.0,78.4,2.51
15,M15-134,Civil,32,4,0,2.8,7.3,100.0,3.45
15,M15-135,Sistemas,23,3,1,3.59,5.6,77.7,2.65
15,M15-136,Sistemas,22,3,1,4.2,2.1,90.0,2.86
15,M15-137,Industrial,24,6,0,3.49,7.1,74.6,3.93
15,M15-138,Sistemas,28,6,1,2.82,11.4,85.6,3.04
15,M15-139,Industrial,29,3,0,3.64,8.8,82.0,3.6
15,M15-140,Industrial,26,3,0,4.24,12.0,90.0,4.04
15,M15-141,Sistemas,30,4,1,3.37,11.3,86.8,3.39
15,M15-142,Sistemas,30,2,0,2.92,10.5,81.5,3.14
15,M15-143,Electrica,29,6,1,3.46,4.7,89.6,2.91
15,M15-144,Civil,24,1,0,3.22,3.8,77.3,2.48
15,M15-145,Electrica,29,3,0,3.25,8.4,87.5,3.7
15,M15-146,Civil,25,2,0,3.61,7.1,97.1,2.99
15,M15-147,Civil,24,3,0,3.06,9.0,96.7,3.01
15,M15-148,Sistemas,25,3,1,3.88,3.6,80.4,3.01
15,M15-149,Sistemas,25,4,0,3.95,3.7,91.6,3.41
15,M15-150,Electrica,23,3,1,3.64,2.7,69.6,3.22
15,M15-151,Sistemas,26,3,0,3.85,8.2,68.5,3.96
15,M15-152,Civil,22,3,1,3.65,3.0,68.1,3.11
15,M15-153,Sistemas,23,3,1,4.69,0.7,67.8,2.95
15,M15-154,Electrica,27,4,1,3.71,9.6,78.2,4.54
15,M15-155,Sistemas,29,4,1,3.11,7.0,85.0,2.66
15,M15-156,Sistemas,27,4,0,3.72,9.0,100.0,3.62
15,M15-157,Civil,25,2,1,4.01,5.2,75.3,3.09
15,M15-158,Sistemas,32,3,0,3.31,9.7,82.7,3.45
15,M15-159,Sistemas,21,2,0,4.16,9.0,87.4,3.62
15,M15-160,Electrica,29,3,0,3.51,16.1,78.2,3.76
15,M15-161,Sistemas,32,1,1,3.52,4.2,75.5,2.38
15,M15-162,Industrial,26,3,1,2.86,7.8,94.9,2.61
15,M15-163,Sistemas,33,3,1,3.36,11.9,76.4,3.3
15,M15-164,Civil,30,3,0,4.51,7.1,92.8,3.49
15,M15-165,Sistemas,25,2,0,3.95,16.3,92.9,4.15
15,M15-166,Industrial,27,2,1,3.09,1.5,77.4,2.53
15,M15-167,Sistemas,25,2,1,3.89,1.6,69.9,2.24
15,M15-168,Civil,24,3,1,3.47,9.5,57.3,3.07
15,M15-169,Industrial,29,2,1,3.7,8.5,69.9,3.5
15,M15-170,Civil,25,3,1,3.66,9.6,88.3,3.89
15,M15-171,Civil,25,2,1,3.5,7.7,65.1,3.53
15,M15-172,Sistemas,26,4,1,3.46,4.1,90.8,3.06
15,M15-173,Sistemas,22,6,1,4.55,0.5,86.7,3.02
15,M15-174,Sistemas,21,3,1,3.34,5.3,79.9,3.46
15,M15-175,Sistemas,27,4,1,3.28,3.8,70.7,2.7
15,M15-176,Electrica,29,5,1,3.38,5.0,69.4,2.64
15,M15-177,Industrial,26,5,1,3.46,8.6,87.8,3.13
15,M15-178,Industrial,25,2,0,3.24,5.5,58.6,2.52
15,M15-179,Industrial,33,2,1,3.46,0.5,90.3,3.29
15,M15-180,Electrica,23,1,0,3.23,4.5,90.0,2.77
15,M15-181,Sistemas,26,4,0,3.27,10.4,87.0,3.41
15,M15-182,Sistemas,28,1,1,4.32,3.2,88.4,3.11
15,M15-183,Electrica,33,5,1,3.59,9.2,84.3,2.74
15,M15-184,Industrial,23,3,1,3.55,3.7,70.6,2.01
15,M15-185,Sistemas,29,4,1,3.07,0.5,70.8,2.06
15,M15-186,Sistemas,32,2,1,3.4,5.3,75.6,2.78
15,M15-187,Sistemas,33,3,1,2.87,8.3,74.9,2.93
15,M15-188,Sistemas,24,4,0,3.8,8.1,62.6,2.74
15,M15-189,Industrial,27,3,1,3.7,0.8,65.5,2.15
15,M15-190,Sistemas,24,1,0,3.08,5.2,75.0,2.83
15,M15-191,Sistemas,32,6,1,3.27,2.4,75.2,2.79
15,M15-192,Industrial,30,2,0,3.39,16.8,94.9,3.58
15,M15-193,Electrica,25,3,1,3.25,5.5,76.9,2.68
15,M15-194,Sistemas,29,2,0,3.09,11.1,85.0,2.91
15,M15-195,Industrial,30,6,1,3.36,2.0,69.1,2.44
15,M15-196,Sistemas,21,4,1,3.75,7.6,86.7,3.57
15,M15-197,Electrica,27,3,0,3.39,4.8,80.4,3.4
15,M15-198,Electrica,33,4,1,3.52,5.1,86.7,3.09
15,M15-199,Sistemas,26,5,1,3.72,5.5,68.6,2.83
15,M15-200,Sistemas,28,4,1,3.96,8.2,85.5,3.46
15,M15-201,Sistemas,24,2,0,4.11,3.6,87.0,3.35
15,M15-202,Sistemas,29,3,0,3.07,13.9,100.0,2.78
15,M15-203,Industrial,25,2,0,3.69,9.9,90.7,3.84
15,M15-204,Sistemas,21,5,0,3.03,3.6,88.4,3.14
15,M15-205,Electrica,21,5,1,3.47,0.6,74.8,2.41
15,M15-206,Industrial,25,2,1,3.32,14.5,87.4,3.64
15,M15-207,Industrial,21,1,1,3.75,9.5,100.0,3.25
15,M15-208,Sistemas,21,5,0,2.96,6.1,91.2,2.86
15,M15-209,Sistemas,30,3,1,3.77,3.8,86.7,3.03
15,M15-210,Sistemas,22,4,1,3.53,11.4,89.9,3.63
15,M15-211,Industrial,30,2,0,4.68,16.4,87.0,4.89
15,M15-212,Sistemas,21,4,1,3.38,1.8,73.1,2.82
15,M15-213,Industrial,29,4,0,3.17,5.3,73.4,2.81
15,M15-214,Civil,24,4,1,3.16,1.1,82.8,2.75
15,M15-215,Civil,21,4,0,3.36,9.5,76.1,3.18
15,M15-216,Sistemas,25,3,1,3.92,2.3,80.8,2.71
15,M15-217,Civil,31,3,0,3.56,6.1,69.4,3.27
15,M15-218,Sistemas,26,3,0,3.68,20.1,86.2,4.01
15,M15-219,Sistemas,28,3,1,2.26,4.2,68.6,2.31
15,M15-220,Industrial,30,6,1,3.37,11.4,85.8,3.53
15,M15-221,Industrial,24,3,1,2.99,4.5,81.4,3.18
15,M15-222,Sistemas,26,4,1,3.43,3.8,92.1,2.76
15,M15-223,Sistemas,27,5,1,3.32,0.5,70.9,2.68
15,M15-224,Electrica,21,6,1,3.87,1.6,82.9,2.86
15,M15-225,Civil,21,3,0,4.17,21.6,93.5,4.91
15,M15-226,Electrica,31,5,1,3.76,3.4,97.3,2.92
15,M15-227,Sistemas,31,3,1,2.95,5.9,86.8,2.93
15,M15-228,Sistemas,26,4,0,4.29,5.9,85.8,3.6
15,M15-229,Industrial,30,5,1,3.13,17.4,83.5,3.46
15,M15-230,Industrial,25,2,1,4.24,7.0,71.7,3.55
15,M15-231,Electrica,30,4,1,3.48,4.6,61.2,2.86
15,M15-232,Sistemas,27,2,0,3.08,5.3,89.1,2.9
15,M15-233,Sistemas,31,3,1,2.99,0.5,74.1,2.11
15,M15-234,Sistemas,31,1,0,3.67,5.9,99.7,3.48
15,M15-235,Electrica,26,4,1,2.97,6.5,90.3,2.77
15,M15-236,Industrial,21,6,0,2.79,6.5,84.3,2.58
15,M15-237,Electrica,24,4,0,3.24,5.9,69.5,2.71
15,M15-238,Civil,26,3,0,3.46,7.2,86.0,3.39
15,M15-239,Civil,22,3,1,3.42,0.5,84.3,2.67
15,M15-240,Sistemas,25,2,1,2.94,7.6,64.2,2.27
15,M15-241,Industrial,30,3,1,2.9,13.0,84.1,2.57
15,M15-242,Industrial,32,4,1,2.93,0.8,58.5,2.48
15,M15-243,Electrica,26,1,1,2.97,3.5,83.7,2.54
15,M15-244,Civil,21,4,1,3.49,3.9,91.4,3.05
15,M15-245,Civil,31,2,1,3.01,10.9,79.0,2.86
15,M15-246,Sistemas,33,2,0,3.96,2.5,83.3,3.76
15,M15-247,Sistemas,25,4,1,3.64,3.6,66.2,3.38
15,M15-248,Industrial,25,1,1,3.6,11.9,77.0,3.68
15,M15-249,Sistemas,22,4,1,3.27,12.5,79.8,3.59
15,M15-250,Sistemas,25,2,0,3.83,3.1,77.8,3.5
15,M15-251,Industrial,23,3,1,3.17,6.7,71.6,2.66
15,M15-252,Civil,27,5,0,3.19,13.9,94.8,3.54
15,M15-253,Sistemas,27,3,1,2.86,13.7,84.2,3.08
15,M15-254,Electrica,28,4,0,2.46,6.9,96.6,2.82
15,M15-255,Electrica,30,4,1,2.35,8.2,67.7,2.61
15,M15-256,Industrial,24,6,0,4.3,11.9,74.7,3.48
15,M15-257,Sistemas,25,3,0,3.94,9.4,76.6,3.63
15,M15-258,Sistemas,23,4,1,3.71,12.8,89.7,4.35
15,M15-259,Sistemas,23,4,0,3.65,16.0,82.4,4.32
15,M15-260,Sistemas,31,6,0,4.2,16.9,74.5,4.11
15,M15-261,Industrial,30,2,1,3.95,1.8,75.4,3.21
15,M15-262,Civil,32,4,1,2.97,1.9,80.8,2.65
15,M15-263,Sistemas,25,4,1,4.18,0.5,80.2,3.15
15,M15-264,Sistemas,29,1,1,3.08,6.3,86.0,3.08
15,M15-265,Industrial,33,2,1,3.95,4.3,100.0,3.02
15,M15-266,Sistemas,27,6,1,3.74,4.4,65.6,3.64
15,M15-267,Industrial,30,2,1,4.13,7.0,60.0,2.69
15,M15-268,Industrial,28,1,0,3.45,10.1,82.5,3.26
15,M15-269,Industrial,29,2,1,3.19,0.5,84.3,2.69
15,M15-270,Industrial,27,4,0,2.85,15.7,79.0,3.22
15,M15-271,Electrica,25,4,1,3.35,0.5,88.3,2.62
15,M15-272,Sistemas,37,3,0,3.12,14.4,90.6,3.86
15,M15-273,Industrial,21,5,1,4.03,5.6,78.2,3.19
15,M15-274,Electrica,21,2,1,4.01,3.3,80.0,3.1
15,M15-275,Industrial,33,1,1,3.39,2.3,73.9,3.04
15,M15-276,Industrial,30,3,1,3.37,8.4,79.6,3.54
15,M15-277,Industrial,24,4,1,3.43,2.1,85.7,2.74
15,M15-278,Industrial,26,4,0,4.43,5.5,82.5,3.34
15,M15-279,Sistemas,24,3,0,3.38,12.3,80.5,3.82
15,M15-280,Industrial,37,3,1,3.51,3.1,75.3,2.53
15,M15-281,Sistemas,25,4,1,2.97,1.9,88.0,2.89
15,M15-282,Sistemas,29,4,1,3.1,1.2,83.8,2.23
15,M15-283,Sistemas,21,3,1,3.5,4.8,80.8,2.6
15,M15-284,Industrial,26,4,1,4.57,8.1,77.6,3.71
15,M15-285,Sistemas,26,6,0,3.64,17.5,97.3,4.63
15,M15-286,Industrial,26,3,0,3.98,10.2,88.4,3.63
15,M15-287,Sistemas,28,2,1,3.52,4.1,58.9,2.87
15,M15-288,Sistemas,35,3,0,3.22,8.8,84.2,3.8
15,M15-289,Industrial,26,5,0,2.91,11.9,95.8,3.6
