id_solicitud,fecha_solicitud,programa,modalidad,edad,estado_civil,promedio_pregrado,experiencia_anios,puntaje_examen,ingresos_hogar,nota_entrevista,admitido,admitido_texto
S00333,14/11/2025,Industrial,Virtual,28,Soltero,"4,99",2.3,287,2600000.0,,1,Admitido
S00439,11/11/2025,Industrial,Virtual,21,Casado,"3,95",,274,1190000.0,,1,Admitido
S00050,22/12/2025,Electrica,Virtual,25,Soltero,"4,38",,329,2640000.0,,1,Admitido
S00006,20/11/2025,Electrica,Presencial,24,Soltero,"3,51",5.7,311,2840000.0,,1,Admitido
S00235,02/11/2025,Sistemas,Presencial,50,Soltero,"3,83",,286,2710000.0,,0,No admitido
S00487,25/09/2025,Sistemas,Presencial,30,Soltero ,"3,67",0.1,283,-999.0,,0,No admitido
S00552,12/12/2025,Industrial,Presencial,21, SOLTERO,"3,53",3.8,249,2810000.0,,1,Admitido
S00498,15/10/2025,Sistemas,Presencial,33,Casado,"3,83",5.0,304,1000000.0,,1,Admitido
S00107,04/12/2025,Industrial,Presencial,21,Union libre,"4,06",4.2,311,1670000.0,,1,Admitido
S00444,28/09/2025,Electrica,Presencial,25,Casado,"3,38",6.1,338,1320000.0,,1,Admitido
S00489,03/09/2025,Electrica,Presencial,22,soltero,"3,75",2.7,356,2100000.0,,1,Admitido
S00013,09/10/2025,Sistemas,Virtual,25,Casado,"3,62",,319,-999.0,4.8,1,Admitido
S00191,23/12/2025,Sistemas,Virtual,26,Soltero,"3,27",,258,3560000.0,,0,No admitido
S00283,16/09/2025,Sistemas,Presencial,26,Casado,"3,42",6.3,307,2650000.0,2.9,1,Admitido
S00030,24/10/2025,Industrial,Presencial,23,Soltero,"3,48",3.2,300,1590000.0,4.0,0,No admitido
S00170,19/10/2025,Electrica,Presencial,33,Soltero,"3,55",5.1,291,1010000.0,,1,Admitido
S00181,24/12/2025,Electrica,Virtual,22,Soltero ,"3,56",2.6,350,2130000.0,2.9,1,Admitido
S00101,06/09/2025,Electrica,Presencial,24,Soltero,"4,15",6.7,274,2850000.0,,1,Admitido
S00198,10/10/2025,Sistemas,Presencial,29,Soltero,"3,10",3.5,302,1820000.0,4.1,0,No admitido
S00496,19/09/2025,Sistemas,Presencial,24,Soltero,"3,61",5.7,341,1000000.0,,1,Admitido
S00597,20/09/2025,Sistemas,Presencial,34,casado,"3,69",4.0,236,1940000.0,3.0,0,No admitido
S00374,12/11/2025,Electrica,Presencial,29,casado,"3,31",5.1,313,1000000.0,,1,Admitido
S00461,20/11/2025,Industrial,Virtual,43,Soltero,"3,76",2.1,339,2860000.0,,1,Admitido
S00414,11/10/2025,Sistemas,Presencial,27, SOLTERO,"4,14",8.8,356,5450000.0,,1,Admitido
S00132,21/12/2025,Industrial,Presencial,26,Union libre,"3,47",2.0,349,1250000.0,5.0,1,Admitido
S00040,15/10/2025,Sistemas,Virtual,27,Soltero,"4,59",0.9,267,2860000.0,,1,Admitido
S00435,12/12/2025,Electrica,Presencial,27,Union libre,"3,63",3.4,226,2810000.0,3.6,1,Admitido
S00216,30/10/2025,Sistemas,Virtual,31,Soltero,"2,79",,318,1250000.0,3.8,0,No admitido
S00475,05/10/2025,Industrial,Presencial,36,Soltero,"4,71",1.0,361,2320000.0,,1,Admitido
S00457,14/09/2025,Industrial,Presencial,37,Soltero,"3,46",2.1,312,2080000.0,,0,No admitido
S00261,10/10/2025,Sistemas,Presencial,25,Soltero,"3,68",3.3,,3520000.0,,1,Admitido
S00036,14/11/2025,Sistemas,Presencial,30,Soltero,"3,50",3.8,344,1170000.0,,1,Admitido
S00310,02/12/2025,Electrica,Presencial,28,Soltero,"3,97",1.6,363,2300000.0,2.5,1,Admitido
S00277,08/12/2025,Sistemas,Virtual,29,Soltero ,"3,21",5.3,333,2670000.0,,0,No admitido
S00394,01/09/2025,Industrial,Virtual,23,Casado,"3,80",1.1,312,1000000.0,,1,Admitido
S00108,22/09/2025,Industrial,Presencial,25,Soltero,"4,09",4.0,289,2710000.0,3.6,0,No admitido
S00578,06/12/2025,Industrial,Virtual,29,Union libre,"3,78",,406,-999.0,,1,Admitido
S00525,25/11/2025,Industrial,Virtual,35,casado,"3,46",3.1,290,3840000.0,,1,Admitido
S00048,24/09/2025,Industrial,Presencial,30,Casado,"3,21",2.5,303,1800000.0,,1,Admitido
S00204,15/12/2025,Sistemas,Presencial,35,Union libre,"4,17",5.3,343,-999.0,,1,Admitido
S00022,09/11/2025,Sistemas,Presencial,33,Soltero,"3,79",7.3,260,2670000.0,,1,Admitido
S00403,28/12/2025,Sistemas,Presencial,23,Soltero,"3,56",2.3,230,3450000.0,,0,No admitido
S00084,20/12/2025,Sistemas,Virtual,26,Soltero,"3,33",3.2,295,2390000.0,,0,No admitido
S00131,04/11/2025,Electrica,Presencial,24,Casado,"3,96",8.1,322,2130000.0,,1,Admitido
S00416,12/12/2025,Industrial,Presencial,31,Soltero,"4,17",2.3,318,1910000.0,,1,Admitido
S00287,18/10/2025,Sistemas,Presencial,30,Casado,"3,23",3.8,375,1660000.0,,1,Admitido
S00124,01/10/2025,Industrial,Presencial,37,casado,"3,77",7.2,311,2480000.0,,1,Admitido
S00034,07/09/2025,Sistemas,Presencial,34,Soltero,"3,82",9.3,309,1260000.0,,1,Admitido
S00517,01/10/2025,Sistemas,Presencial,29,Union libre,"3,36",5.0,289,3310000.0,3.2,0,No admitido
S00020,26/12/2025,Electrica,Virtual,29,Casado,"4,33",,319,4140000.0,,0,No admitido
S00568,02/09/2025,Industrial,Virtual,33,Soltero ,"3,42",4.2,N/D,1740000.0,,0,No admitido
S00220,13/09/2025,Industrial,Presencial,29,Soltero,"3,47",3.8,310,1000000.0,3.1,0,No admitido
S00482,17/12/2025,Sistemas,Presencial,27,Soltero,"3,82",1.9,332,1920000.0,,1,Admitido
S00357,06/11/2025,Electrica,Presencial,21,Soltero,"4,17",3.7,291,1760000.0,,1,Admitido
S00225,13/10/2025,Industrial,Virtual,26,Union libre,"3,34",,390,6090000.0,4.0,1,Admitido
S00093,12/10/2025,Industrial,Presencial,27,Soltero,"3,58",5.4,296,3820000.0,,0,No admitido
S00152,04/09/2025,Electrica,Virtual,32,Soltero,"3,76",,351,1310000.0,,1,Admitido
S00576,28/09/2025,Sistemas,Presencial,31, SOLTERO,"4,34",2.3,323,3260000.0,4.1,0,No admitido
S00318,07/10/2025,Sistemas,Virtual,32,Soltero,"3,47",,266,1530000.0,,1,Admitido
S00449,01/10/2025,Industrial,Virtual,26,Casado,"3,90",4.7,321,3040000.0,,1,Admitido
S00523,22/11/2025,Sistemas,Virtual,32,Soltero ,"3,43",,277,2990000.0,,0,No admitido
S00280,18/09/2025,Electrica,Virtual,26,Soltero,"2,68",,287,1680000.0,,0,No admitido
S00350,02/11/2025,Sistemas,Virtual,39,Union libre,"4,35",4.7,301,2820000.0,,1,Admitido
S00375,05/10/2025,Sistemas,Presencial,32,Soltero,"4,14",1.0,316,1000000.0,,1,Admitido
S00401,10/10/2025,Sistemas,Virtual,35,Union libre,"4,13",0.5,277,1660000.0,,1,Admitido
S00258,10/12/2025,Industrial,Virtual,31,Casado,"3,97",3.9,306,2580000.0,3.8,1,Admitido
S00073,05/12/2025,Electrica,Presencial,26,Soltero,"3,99",2.8,290,2290000.0,,1,Admitido
S00196,18/10/2025,Industrial,Presencial,26,Union libre,"4,11",2.2,N/D,1000000.0,4.3,1,Admitido
S00484,10/12/2025,Electrica,Presencial,26,Casado,"2,95",2.3,277,3770000.0,,0,No admitido
S00138,18/10/2025,Industrial,Virtual,22,casado,"4,31",,328,2440000.0,,1,Admitido
S00495,27/09/2025,Industrial,Presencial,21,Union libre,"3,69",3.9,293,1730000.0,,1,Admitido
S00551,13/10/2025,Sistemas,Presencial,21,Unión libre,"4,12",2.3,294,1020000.0,,0,No admitido
S00463,29/09/2025,Industrial,Virtual,32,Soltero,"3,64",5.4,349,1300000.0,,1,Admitido
S00202,30/09/2025,Industrial,Presencial,21,casado,"2,95",4.4,335,1350000.0,4.0,0,No admitido
S00313,01/11/2025,Industrial,Virtual,27,Casado,"4,97",4.0,307,1470000.0,,1,Admitido
S00291,07/11/2025,Sistemas,Presencial,30,Union libre,"4,35",2.9,253,1970000.0,3.9,1,Admitido
S00190,08/11/2025,Sistemas,Presencial,36,Soltero,"3,98",7.0,233,1830000.0,,1,Admitido
S00113,15/09/2025,Sistemas,Presencial,32,Soltero,"3,92",1.4,,3830000.0,,0,No admitido
S00184,15/09/2025,Industrial,Virtual,30,Union libre,"3,71",,275,4600000.0,3.8,1,Admitido
S00153,21/09/2025,Industrial,Presencial,22,Casado,"3,17",3.2,,5360000.0,,0,No admitido
S00326,11/11/2025,Sistemas,Presencial,26,Casado,"4,54",2.0,346,1000000.0,3.6,1,Admitido
S00045,23/12/2025,Industrial,Presencial,35,Casado,"3,35",0.6,262,-999.0,4.3,0,No admitido
S00445,16/10/2025,Sistemas,Presencial,27,Union libre,"3,48",1.2,,2510000.0,3.8,1,Admitido
S00007,13/09/2025,Sistemas,Presencial,30,union libre,"3,82",7.5,320,1140000.0,,1,Admitido
S00251,01/12/2025,Sistemas,Virtual,28,Casado,"4,84",,307,1490000.0,,1,Admitido
S00076,25/10/2025,Electrica,Virtual,40,Casado,"3,66",2.4,211,2490000.0,,1,Admitido
S00513,27/09/2025,Sistemas,Presencial,29,Casado,"4,06",2.2,379,1540000.0,,1,Admitido
S00392,16/10/2025,Electrica,Presencial,27,Union libre,"3,85",1.8,257,-999.0,,1,Admitido
S00433,09/11/2025,Industrial,Virtual,33,Union libre,"4,41",6.5,287,1000000.0,,1,Admitido
S00069,06/12/2025,Electrica,Presencial,25,Soltero,"4,13",4.9,249,1110000.0,,1,Admitido
S00168,21/09/2025,Industrial,Presencial,23,Casado,"3,31",2.9,304,1670000.0,,1,Admitido
S00555,16/11/2025,Sistemas,Presencial,24,Soltero,"4,13",5.9,365,2230000.0,,1,Admitido
S00367,21/11/2025,Sistemas,Presencial,29,Soltero,"3,77",2.6,362,1430000.0,3.7,1,Admitido
S00346,23/10/2025,Electrica,Presencial,27,casado,"3,91",0.8,336,1360000.0,,1,Admitido
S00585,12/10/2025,Sistemas,Virtual,22,Soltero,"3,58",,300,3130000.0,3.1,0,No admitido
S00536,14/10/2025,Sistemas,Presencial,25,Soltero,"4,37",0.9,247,1470000.0,3.2,1,Admitido
S00399,03/09/2025,Electrica,Virtual,21,Soltero,"3,64",,295,2610000.0,,0,No admitido
S00186,08/11/2025,Sistemas,Presencial,26,CASADO ,"3,71",5.2,348,2050000.0,3.4,1,Admitido
S00349,01/12/2025,Sistemas,Presencial,32,CASADO ,"4,70",3.4,217,2540000.0,,1,Admitido
S00212,13/09/2025,Sistemas,Presencial,34,Soltero,"3,91",2.6,255,1000000.0,,1,Admitido
S00580,02/12/2025,Sistemas,Presencial,31,Union libre,"3,25",3.1,336,2220000.0,,0,No admitido
S00503,25/09/2025,Electrica,Presencial,34,Soltero,"3,66",3.2,333,-999.0,,1,Admitido
S00538,30/10/2025,Sistemas,Presencial,34,Soltero,"3,81",3.2,324,1000000.0,,1,Admitido
S00197,16/10/2025,Sistemas,Presencial,-5,Unión libre,"4,09",4.9,344,1760000.0,,1,Admitido
S00176,17/10/2025,Sistemas,Presencial,28,Soltero,"3,16",2.5,226,2620000.0,4.0,0,No admitido
